Closing Date,Chevron Corporation (NYSE:CVX),Exxon Mobil Corporation (NYSE:XOM),Microsoft Corporation (NasdaqGS:MSFT),Apple Inc. (NasdaqGS:AAPL),Bank of America Corporation (NYSE:BAC),JPMorgan Chase & Co. (NYSE:JPM),Walmart Inc. (NYSE:WMT),Target Corporation (NYSE:TGT),The Coca-Cola Company (NYSE:KO),"PepsiCo, Inc. (NasdaqGS:PEP)",Johnson & Johnson (NYSE:JNJ),Abbott Laboratories (NYSE:ABT),The Procter & Gamble Company (NYSE:PG),Unilever PLC (LSE:ULVR),The Boeing Company (NYSE:BA),Airbus SE (ENXTPA:AIR),Caterpillar Inc. (NYSE:CAT),Deere & Company (NYSE:DE),Wells Fargo & Company (NYSE:WFC),Citigroup Inc. (NYSE:C),"Meta Platforms, Inc. (NasdaqGS:META)",Alphabet Inc. (NasdaqGS:GOOGL)
2010-02-09,71.31,65.20,28.01,7.01,14.47,38.39,53.25,49.14,27.01,60.05,62.76,53.35,61.76,18.41,59.74,13.805,53.53,50.32,26.71,31.80,,
2010-02-10,70.75,64.85,27.99,6.97,14.67,38.87,53.24,48.95,26.90,60.38,62.73,53.26,61.67,18.56,59.54,13.795,53.15,50.05,27.18,32.00,,
2010-02-11,71.73,65.24,28.12,7.10,14.63,39.02,53.08,49.16,27.11,61.19,62.91,53.54,61.96,18.54,60.59,13.73,56.15,52.32,27.08,32.10,,
2010-02-12,71.01,64.80,27.93,7.16,14.45,38.95,52.90,48.64,26.99,60.92,62.72,53.93,61.76,18.67,59.65,13.75,56.20,53.11,26.88,31.80,,
2010-02-16,72.99,66.28,28.35,7.26,15.16,40.07,53.56,50.09,27.41,61.31,63.61,54.59,62.83,18.68,61.26,13.795,57.12,53.78,27.39,33.10,,
2010-02-17,72.84,65.76,28.59,7.23,15.66,40.04,54.06,50.60,27.67,62.11,63.98,54.75,62.85,18.8,61.82,14.48,57.50,56.48,27.33,34.10,,
2010-02-18,73.62,65.96,28.97,7.25,15.88,40.41,53.47,50.74,27.96,62.53,64.53,54.97,63.39,18.96,62.89,14.66,57.81,57.26,27.34,34.30,,
2010-02-19,74.05,65.87,28.77,7.20,15.88,40.03,53.49,50.73,27.86,62.66,63.81,54.38,63.45,19.47,63.59,14.865,58.25,57.28,27.37,34.20,,
2010-02-22,72.96,65.40,28.73,7.16,16.21,40.85,53.83,50.64,27.69,62.41,63.49,54.40,63.42,19.3,63.97,14.87,58.03,56.70,28.01,34.60,,
2010-02-23,72.04,64.94,28.33,7.04,15.94,39.88,53.62,50.06,27.42,61.78,63.31,53.97,63.21,19.29,62.77,15.045,56.66,56.09,27.29,33.50,,
2010-02-24,72.34,65.55,28.63,7.17,16.33,40.85,53.92,50.99,27.58,62.08,63.45,54.33,63.89,19.37,63.48,14.735,56.96,56.18,27.66,34.50,,
2010-02-25,72.11,65.14,28.60,7.21,16.55,40.64,54.15,50.95,26.56,62.30,63.28,54.12,63.70,19.16,62.87,14.53,56.79,56.96,27.44,33.90,,
2010-02-26,72.30,65.00,28.67,7.31,16.66,41.97,54.07,51.52,26.36,62.47,63.00,54.28,63.28,19.24,63.16,15.155,57.05,57.30,27.34,34.00,,
2010-03-01,72.81,65.40,29.02,7.46,16.71,41.83,53.90,52.24,26.64,63.43,63.39,54.29,63.51,19.71,64.00,15.365,57.85,58.29,27.35,33.90,,
2010-03-02,73.32,65.49,28.46,7.46,16.46,41.62,53.59,51.67,26.65,63.80,63.44,54.58,63.71,19.88,64.44,15.445,58.15,58.21,27.87,34.00,,
2010-03-03,73.13,65.43,28.46,7.48,16.37,41.53,53.66,51.68,26.97,63.98,63.40,54.08,63.55,19.89,64.45,15.485,58.57,58.66,28.20,34.00,,
2010-03-04,73.08,65.40,28.63,7.53,16.40,41.92,53.96,52.94,27.24,64.11,63.57,54.08,63.67,19.88,65.55,15.645,58.45,58.50,28.43,34.30,,
2010-03-05,74.30,66.47,28.59,7.82,16.70,42.81,54.14,53.49,27.35,64.37,64.04,54.32,63.69,19.97,67.93,15.955,59.23,59.54,29.15,35.00,,
2010-03-08,74.64,66.48,28.63,7.82,16.74,42.59,54.15,53.48,27.23,64.15,64.20,54.42,63.19,19.82,67.24,15.88,58.91,59.20,28.89,35.60,,
2010-03-09,74.30,66.78,28.80,7.97,16.80,42.42,54.06,52.86,27.09,64.36,64.27,54.80,63.30,19.9,67.79,15.435,59.18,59.28,28.98,38.20,,
2010-03-10,73.96,67.22,28.97,8.03,17.11,42.93,53.63,52.64,27.10,64.43,64.29,55.03,63.01,19.84,70.01,15.275,58.78,58.49,29.57,39.60,,
2010-03-11,73.99,67.22,29.18,8.05,17.12,43.18,53.97,52.81,26.80,64.97,64.22,55.54,63.17,19.74,70.07,14.85,58.90,57.73,29.76,41.80,,
2010-03-12,73.72,66.80,29.27,8.09,16.85,43.15,53.90,53.08,26.68,65.10,64.18,54.52,63.32,19.58,69.83,14.675,60.36,58.64,29.63,39.70,,
2010-03-15,73.57,66.30,29.29,7.99,16.85,43.07,55.42,53.47,26.83,66.15,64.57,54.80,63.70,19.47,69.40,14.655,59.47,58.13,29.89,38.90,,
2010-03-16,73.98,66.57,29.37,8.02,17.03,43.24,55.99,53.44,26.85,66.07,64.53,54.68,63.53,19.56,68.72,14.64,59.45,58.92,30.28,40.50,,
2010-03-17,74.67,67.36,29.63,8.00,17.27,43.79,55.92,53.18,26.92,66.57,64.65,54.50,64.01,19.43,69.38,14.48,60.22,59.59,30.55,40.50,,
2010-03-18,74.76,67.39,29.61,8.02,17.08,43.64,55.94,53.04,26.98,66.52,65.06,53.77,63.73,19.44,70.87,14.68,59.77,59.25,30.29,40.20,,
2010-03-19,74.98,67.04,29.59,7.94,16.82,43.45,55.34,53.30,27.38,66.56,65.11,53.46,63.84,19.45,70.72,14.83,59.37,58.99,30.38,39.00,,
2010-03-22,74.46,66.97,29.60,8.03,16.96,43.74,55.62,53.88,27.27,66.31,65.10,53.87,63.88,19.4,71.91,15,59.95,60.02,30.41,40.40,,
2010-03-23,74.77,66.95,29.88,8.16,17.13,44.58,55.89,53.89,27.65,66.86,65.36,54.34,64.53,19.09,72.18,14.69,62.41,61.96,31.08,41.30,,
2010-03-24,73.93,66.50,29.65,8.19,17.57,44.94,55.58,53.37,27.31,66.26,64.75,53.87,63.61,19.14,72.32,15.16,62.06,60.49,30.86,41.50,,
2010-03-25,73.80,66.30,30.01,8.09,17.74,44.94,55.61,53.45,27.40,66.55,64.57,53.52,63.62,19.3,72.49,15.265,62.14,60.20,31.06,42.70,,
2010-03-26,74.43,66.54,29.66,8.25,17.90,45.02,55.51,54.37,27.33,66.59,64.38,52.90,63.69,18.99,72.59,15.325,62.44,60.56,31.22,43.10,,
2010-03-29,75.23,67.30,29.59,8.30,18.04,44.86,55.74,53.96,27.39,66.55,64.82,53.12,63.73,18.97,74.11,15.305,63.48,61.35,31.10,41.80,,
2010-03-30,75.30,67.05,29.77,8.42,17.76,44.58,55.91,53.74,27.44,66.77,64.90,52.51,63.66,19.12,73.53,14.88,63.16,61.11,30.84,40.90,,
2010-03-31,75.83,66.98,29.29,8.39,17.85,44.75,55.60,52.60,27.50,66.16,65.20,52.68,63.27,19.35,72.61,14.895,62.85,59.46,31.12,40.50,,
2010-04-01,76.69,67.61,29.16,8.43,18.04,45.18,55.49,53.13,27.65,66.68,65.77,52.96,63.36,19.75,72.99,15.245,63.99,59.74,31.37,41.80,,
2010-04-05,77.66,68.19,29.27,8.52,18.13,45.34,55.49,53.76,27.43,65.98,65.40,52.93,63.76,19.75,72.04,15.245,64.99,60.64,31.51,42.60,,
2010-04-06,77.88,67.90,29.32,8.56,18.49,45.84,55.53,54.09,27.15,66.39,65.31,52.84,63.11,19.57,72.36,15.145,65.29,60.68,32.28,42.90,,
2010-04-07,77.37,67.34,29.35,8.59,18.62,45.32,55.28,54.01,26.91,65.99,65.22,52.50,62.50,19.66,72.10,14.99,64.47,60.40,31.99,43.60,,
2010-04-08,77.66,67.86,29.92,8.57,18.65,45.76,55.38,55.64,26.88,65.97,64.93,52.28,62.56,19.6,72.28,14.54,64.48,60.62,32.23,44.70,,
2010-04-09,79.50,68.76,30.34,8.64,18.59,45.98,55.07,55.67,27.30,66.36,65.14,52.73,62.73,19.57,72.42,14.9,65.27,61.68,32.30,45.50,,
2010-04-12,80.43,68.71,30.32,8.65,18.66,46.14,55.02,55.98,27.38,66.32,65.11,52.67,62.70,19.61,71.92,14.775,66.73,62.04,32.42,46.40,,
2010-04-13,80.21,68.66,30.45,8.66,18.67,45.87,54.72,56.46,27.51,66.39,65.68,52.28,63.00,19.5,71.19,14.515,66.19,61.54,32.15,46.20,,
2010-04-14,80.58,68.61,30.82,8.77,19.40,47.73,54.64,56.74,27.48,66.29,65.49,52.31,63.19,19.53,71.70,14.7,67.28,61.77,33.28,49.30,,
2010-04-15,81.59,68.26,30.87,8.89,19.48,47.81,54.13,56.60,27.13,66.27,65.51,52.36,63.00,19.4,72.09,14.765,68.22,61.76,33.51,48.10,,
2010-04-16,80.75,67.93,30.67,8.84,18.41,45.55,54.11,55.99,27.49,66.14,65.02,52.26,62.85,19.28,70.79,14.61,66.88,60.51,32.56,45.60,,
2010-04-19,81.32,68.23,31.04,8.82,18.39,45.39,54.39,56.07,27.66,66.12,66.03,52.91,63.22,19.22,70.96,14.415,66.99,60.47,33.02,48.80,,
2010-04-20,82.05,68.97,31.36,8.74,18.61,45.88,54.52,56.14,27.24,65.90,65.99,53.06,63.19,19.31,71.41,14.635,67.50,60.20,33.69,49.70,,
2010-04-21,81.92,68.92,31.33,9.26,18.28,45.35,54.47,56.93,27.10,65.98,65.39,51.78,63.63,19.4,74.16,14.58,67.75,60.50,33.01,49.30,,
2010-04-22,81.20,68.56,31.39,9.52,18.54,44.74,54.49,57.60,27.16,64.76,64.78,51.12,63.59,19.61,75.59,14.365,67.51,60.96,33.58,48.70,,
2010-04-23,82.67,69.24,30.96,9.67,18.43,44.94,54.53,57.94,26.94,64.71,65.04,51.20,63.54,19.71,75.13,14.515,68.78,61.79,33.48,48.60,,
2010-04-26,82.59,69.29,31.11,9.63,18.05,43.89,54.04,58.05,26.87,65.02,64.76,50.37,63.94,19.76,74.34,14.585,71.65,62.21,32.72,46.10,,
2010-04-27,80.23,68.27,30.85,9.36,17.47,42.41,54.04,56.67,26.44,64.23,64.28,49.77,63.11,19.47,72.48,14.035,68.53,59.32,31.72,43.40,,
2010-04-28,80.62,69.19,30.91,9.34,17.78,43.46,53.61,56.61,26.68,64.75,64.62,50.27,63.17,19.16,72.37,13.94,68.97,59.58,32.45,44.50,,
2010-04-29,82.29,68.66,31.00,9.59,18.30,44.00,53.70,57.35,26.87,65.20,65.01,50.75,62.20,19.8,73.79,14.215,70.75,60.61,33.23,45.60,,
2010-04-30,81.44,67.77,30.54,9.32,17.83,42.58,53.64,56.87,26.73,65.22,64.30,51.16,62.16,19.74,72.43,14.03,68.09,59.82,33.11,43.70,,
2010-05-03,82.83,67.84,30.86,9.51,18.06,43.53,53.74,56.99,26.88,65.69,65.33,50.87,62.68,19.74,74.39,13.85,69.94,61.32,33.88,44.10,,
2010-05-04,80.76,66.47,30.13,9.24,17.56,42.47,54.02,55.58,26.59,65.43,64.70,50.19,61.71,19.45,72.79,13.655,66.70,58.42,32.94,42.60,,
2010-05-05,80.19,66.17,29.85,9.14,17.53,42.63,54.77,56.06,26.83,65.20,65.14,50.15,62.16,19.07,71.00,13.805,65.96,57.51,32.66,41.80,,
2010-05-06,77.20,63.89,28.98,8.79,16.28,40.81,53.23,55.02,26.15,64.70,63.40,49.00,60.75,19.06,67.97,13.95,63.50,56.39,31.18,40.40,,
2010-05-07,77.10,63.70,28.21,8.42,16.18,40.76,52.40,54.30,26.34,64.57,63.31,48.72,60.31,18.44,66.72,13.555,62.10,56.38,30.82,40.00,,
2010-05-10,79.89,65.23,28.94,9.07,17.30,41.95,52.58,56.67,27.02,66.41,64.75,49.69,62.42,19.15,71.00,14.155,66.69,59.43,32.97,42.20,,
2010-05-11,79.70,64.46,28.88,9.16,17.16,41.55,52.46,56.28,26.81,66.55,64.67,49.40,62.37,19.12,71.42,14.65,66.07,59.46,32.91,41.70,,
2010-05-12,80.06,64.91,29.44,9.36,17.07,41.69,52.48,57.13,27.01,66.94,64.90,49.15,63.02,18.93,72.87,15.395,68.15,61.14,33.66,41.80,,
2010-05-13,78.92,64.74,29.24,9.23,16.87,40.81,52.40,55.07,26.75,66.48,64.67,48.61,62.75,19.17,71.76,15.53,66.91,59.88,33.08,40.90,,
2010-05-14,77.83,63.60,28.93,9.07,16.34,39.89,52.12,55.17,26.67,66.07,63.97,48.50,62.54,18.84,69.82,16.315,64.88,58.36,32.04,39.80,,
2010-05-17,77.73,63.27,28.94,9.08,16.35,39.84,52.73,56.05,26.71,66.75,63.88,48.43,63.38,18.85,69.68,15.995,63.78,57.95,31.97,38.60,,
2010-05-18,76.85,62.79,28.60,9.01,15.95,39.02,53.71,54.22,26.55,66.53,62.97,48.05,63.21,18.94,67.73,16.98,63.19,57.16,30.59,37.30,,
2010-05-19,76.60,62.45,28.24,8.87,16.31,39.38,53.04,54.03,26.56,66.04,62.22,47.94,63.22,18.78,66.21,16.36,61.44,58.87,30.08,38.10,,
2010-05-20,73.60,60.33,27.11,8.49,15.30,37.83,51.30,52.78,25.77,63.86,60.55,46.48,61.61,18.6,63.00,16.035,58.67,56.67,28.69,36.30,,
2010-05-21,74.48,60.88,26.84,8.65,15.99,40.05,51.37,54.35,25.80,63.58,60.88,46.94,61.85,18.43,64.56,15.85,60.09,58.73,30.11,37.50,,
2010-05-24,73.44,60.19,26.27,8.81,15.40,38.62,51.00,54.29,25.73,63.32,60.57,47.56,61.40,18.4,63.15,15.68,59.22,56.33,28.71,37.80,,
2010-05-25,72.57,59.71,26.07,8.76,15.49,38.94,50.28,54.58,25.31,62.89,60.35,47.23,61.05,17.96,62.78,15.26,59.21,55.89,28.90,37.80,,
2010-05-26,71.55,59.31,25.01,8.72,15.47,38.78,50.02,53.59,25.04,61.23,59.66,47.17,60.44,17.96,63.26,15.765,59.73,56.14,28.04,38.60,,
2010-05-27,74.36,61.46,26.00,9.05,16.18,40.42,50.70,55.31,25.62,62.90,59.03,47.87,60.95,18.38,65.13,16.03,62.06,59.44,29.41,40.20,,
2010-05-28,73.87,60.46,25.80,9.17,15.74,39.58,50.56,54.53,25.70,62.89,58.30,47.56,61.09,18.68,64.18,16.085,60.76,57.68,28.69,39.60,,
2010-06-01,72.29,59.25,25.89,9.32,15.44,38.54,50.92,53.91,25.65,62.76,58.76,46.94,61.16,18.61,62.95,16.055,59.27,57.13,28.23,38.50,,
2010-06-02,74.13,60.77,26.46,9.43,15.89,39.55,51.72,54.37,26.21,63.46,59.73,47.48,61.74,18.77,64.34,16.05,60.86,60.07,29.18,39.20,,
2010-06-03,73.91,61.56,26.86,9.40,15.81,39.10,51.72,54.48,26.38,63.37,59.77,47.73,61.80,18.87,64.31,16.295,61.11,59.67,28.86,39.60,,
2010-06-04,71.28,59.53,25.79,9.14,15.35,37.62,50.40,52.80,25.64,61.44,58.01,46.53,60.80,18.66,61.15,16.09,57.76,56.88,27.78,37.90,,
2010-06-07,71.35,59.30,25.29,8.96,14.83,36.72,50.74,52.00,25.40,61.73,58.00,46.23,60.62,18.5,60.11,16.13,55.83,54.78,27.29,36.40,,
2010-06-08,71.02,61.24,25.11,8.90,15.33,37.78,50.78,52.42,25.78,62.65,58.64,46.31,62.14,18.67,61.02,16.225,56.61,55.06,27.76,37.20,,
2010-06-09,70.79,60.03,24.79,8.69,15.01,37.12,50.99,52.37,25.68,62.49,58.17,45.86,61.47,18.92,61.71,17.22,56.81,55.27,27.03,38.70,,
2010-06-10,74.17,61.89,25.00,8.95,15.46,38.29,51.22,53.61,26.23,63.84,58.50,47.20,61.91,19.07,63.89,17.985,59.95,57.87,28.13,39.00,,
2010-06-11,74.06,61.86,25.66,9.05,15.60,38.09,50.86,53.71,25.83,63.56,58.46,47.20,61.01,18.98,65.38,17.645,60.23,58.86,27.84,38.80,,
2010-06-14,74.18,61.37,25.50,9.08,15.41,37.33,51.24,54.05,25.76,63.85,58.42,47.33,61.25,19.26,64.82,18.32,61.00,57.64,27.40,38.80,,
2010-06-15,75.23,62.51,26.58,9.27,15.80,38.25,51.64,54.60,26.09,64.24,59.14,48.17,61.91,19.24,67.48,18.37,63.46,59.50,27.91,39.90,,
2010-06-16,74.95,62.51,26.32,9.54,15.87,38.52,50.98,54.18,26.20,63.91,59.24,48.79,61.19,19.14,67.03,18.05,64.39,59.34,28.12,39.90,,
2010-06-17,75.32,62.60,26.37,9.71,15.82,38.44,51.41,54.12,26.18,64.49,59.18,48.63,61.76,19.08,67.26,17.985,64.95,59.42,27.93,39.60,,
2010-06-18,75.52,63.10,26.44,9.79,15.82,39.18,51.55,53.67,26.16,64.08,59.18,48.77,61.30,18.98,67.96,17.93,65.85,59.26,28.07,40.10,,
2010-06-21,75.72,63.13,25.95,9.65,15.79,38.87,51.02,52.89,26.24,64.02,59.13,48.30,61.10,19.1,67.97,17.875,66.07,60.45,27.94,40.20,,
2010-06-22,74.00,61.94,25.77,9.78,15.58,38.33,50.68,52.28,26.23,63.30,59.16,47.99,60.72,19.01,66.28,17.965,64.11,59.10,27.46,39.40,,
2010-06-23,72.26,61.10,25.31,9.68,15.43,38.89,50.81,52.67,26.12,62.73,59.24,47.56,61.38,18.58,67.45,17.955,64.33,59.21,27.32,38.90,,
2010-06-24,70.83,60.07,25.00,9.61,15.02,38.03,50.03,50.73,25.90,62.40,59.60,47.46,60.87,18.29,67.43,17.59,63.37,58.19,26.86,37.80,,
2010-06-25,70.06,59.10,24.53,9.53,15.42,39.44,48.80,50.50,25.13,60.77,58.70,47.19,59.79,18.12,68.77,17.495,64.71,59.74,27.05,39.40,,
2010-06-28,69.96,58.47,24.31,9.58,15.24,38.54,49.57,49.92,25.54,61.96,59.45,47.18,60.62,18.2,67.30,17.6,64.40,58.51,27.03,40.00,,
2010-06-29,68.36,57.29,23.31,9.15,14.57,37.06,48.90,49.00,25.17,61.23,59.24,46.65,60.32,17.77,63.04,17.005,60.85,55.43,25.93,37.30,,
2010-06-30,67.86,57.07,23.01,8.98,14.37,36.61,48.07,49.17,25.06,60.95,59.06,46.78,59.98,18.01,62.75,16.87,60.07,55.68,25.60,37.60,,
2010-07-01,67.48,56.61,23.16,8.87,14.02,36.08,48.34,49.61,25.02,61.52,59.07,46.46,59.54,17.57,62.26,16.385,59.97,55.21,25.18,37.80,,
2010-07-02,67.31,56.57,23.27,8.82,13.84,35.83,48.00,49.53,25.03,61.53,59.08,46.46,59.38,17.42,61.94,15.8,59.18,54.50,24.88,37.90,,
2010-07-06,67.56,57.46,23.82,8.88,14.06,36.33,48.57,49.93,25.22,61.64,59.08,46.69,59.34,17.87,61.36,16.365,59.81,54.63,25.15,37.90,,
2010-07-07,69.45,58.43,24.30,9.24,14.71,38.15,48.92,50.43,25.74,62.93,60.61,47.71,60.82,17.98,63.30,16.755,62.18,56.60,26.66,39.00,,
2010-07-08,70.41,58.81,24.41,9.22,14.86,38.16,49.18,50.02,26.21,64.00,61.38,48.10,61.95,18.27,64.73,16.92,63.17,57.26,26.64,39.70,,
2010-07-09,71.84,58.78,24.27,9.27,15.11,38.85,49.43,49.85,26.20,63.50,60.54,48.03,61.75,18.35,64.66,17.01,64.72,58.01,27.00,40.40,,
2010-07-12,71.85,58.94,24.83,9.19,15.21,39.19,50.12,49.16,26.23,63.74,60.21,47.82,62.09,18.44,64.34,17.15,64.28,57.48,27.06,41.10,,
2010-07-13,73.23,59.42,25.13,8.99,15.67,40.48,50.54,49.89,26.36,63.43,60.50,47.67,62.39,18.98,64.43,17.655,66.79,59.37,27.94,43.00,,
2010-07-14,73.05,59.26,25.44,9.03,15.67,40.35,50.35,49.65,26.41,63.56,60.62,47.85,62.66,19.03,64.75,17.395,66.70,59.72,27.66,42.10,,
2010-07-15,73.04,59.27,25.51,8.98,15.39,40.46,50.41,50.79,26.43,63.16,60.26,48.02,62.73,18.94,64.37,16.55,66.51,61.08,27.81,41.60,,
2010-07-16,71.50,57.96,24.89,8.93,13.98,39.00,49.67,50.28,26.19,62.45,59.44,47.07,61.99,18.82,61.90,16.42,63.94,59.73,26.24,39.00,,
2010-07-19,72.00,58.43,25.23,8.77,13.61,39.04,49.52,50.23,26.14,62.05,59.57,47.41,61.86,18.91,63.18,16.555,64.80,60.11,26.02,39.80,,
2010-07-20,73.10,58.95,25.48,9.00,13.77,39.63,50.88,51.03,26.62,64.73,58.58,47.47,62.07,18.79,63.88,16.08,66.43,60.69,25.91,39.90,,
2010-07-21,72.17,58.17,25.12,9.08,13.36,38.42,50.35,50.17,27.04,63.95,57.12,48.68,61.11,19.2,63.18,16.385,66.87,61.76,26.06,39.40,,
2010-07-22,73.44,59.38,25.84,9.25,13.66,39.35,50.86,51.46,27.13,64.21,57.02,49.01,61.37,19.49,66.60,17.35,68.00,62.81,27.39,40.90,,
2010-07-23,73.52,59.72,25.81,9.28,13.74,39.83,51.67,51.89,27.38,64.45,57.63,48.93,61.91,19.4,67.93,18.015,69.31,64.50,27.42,40.20,,
2010-07-26,74.62,60.39,26.10,9.26,14.15,40.33,51.13,52.85,27.47,64.98,57.74,49.24,62.52,19.28,68.85,17.95,69.99,64.98,27.91,41.50,,
2010-07-27,75.30,60.81,26.16,9.43,14.19,40.69,50.96,52.13,27.53,65.69,58.10,49.27,63.08,18.7,68.62,17.495,69.18,64.28,28.39,41.60,,
2010-07-28,75.56,60.91,25.95,9.32,13.99,40.32,51.13,51.80,27.44,65.20,57.83,49.22,62.70,18.65,67.32,17.46,69.72,64.18,28.07,40.90,,
2010-07-29,76.02,60.34,26.03,9.22,14.03,40.21,51.06,51.51,27.50,64.89,57.83,48.98,61.67,18.21,67.22,17.585,69.40,64.51,27.69,41.20,,
2010-07-30,76.21,59.68,25.81,9.19,14.04,40.28,51.19,51.32,27.56,64.91,58.09,49.08,61.16,18.11,68.14,18.18,69.75,66.68,27.73,41.00,,
2010-08-02,77.80,61.94,26.33,9.35,14.44,41.64,51.41,51.75,28.21,65.27,58.72,49.83,62.06,18.15,69.69,18.075,71.05,67.17,28.57,41.90,,
2010-08-03,78.66,62.72,26.16,9.35,14.34,41.08,51.29,50.98,28.19,65.77,59.35,50.00,59.94,18.02,69.54,18.01,70.37,66.82,28.12,41.30,,
